"Date","Price","Open","High","Low","Change %"
"Feb 27, 2019","23,199.5","23,195.5","23,200.5","23,193.5","-0.01%"
"Feb 26, 2019","23,201.0","23,209.0","23,217.0","23,195.0","-0.07%"
"Feb 25, 2019","23,217.0","23,219.0","23,220.0","23,170.0","0.03%"
"Feb 22, 2019","23,210.0","23,211.0","23,257.0","23,180.0","-0.01%"
"Feb 21, 2019","23,211.5","23,199.5","23,213.5","23,199.5","0.05%"
"Feb 20, 2019","23,199.0","23,198.0","23,201.0","23,193.0","-0.00%"
"Feb 19, 2019","23,199.5","23,199.5","23,200.5","23,194.5","-0.00%"
"Feb 18, 2019","23,200.0","23,200.0","23,201.0","23,161.0","-0.01%"
"Feb 15, 2019","23,201.5","23,198.5","23,205.5","23,195.5","-0.00%"
"Feb 14, 2019","23,202.0","23,201.0","23,204.0","23,196.0","0.02%"
"Feb 13, 2019","23,197.5","23,199.5","23,211.5","23,197.5","-0.05%"
"Feb 12, 2019","23,209.0","23,201.0","23,211.0","23,201.0","-0.02%"
"Feb 11, 2019","23,212.5","23,192.5","23,212.5","23,192.5","0.02%"
"Feb 08, 2019","23,207.5","23,207.5","23,207.5","23,207.5","0.00%"
"Feb 07, 2019","23,207.5","23,207.5","23,207.5","23,207.5","0.00%"
"Feb 06, 2019","23,207.5","23,207.5","23,207.5","23,207.5","0.00%"
"Feb 05, 2019","23,207.5","23,207.5","23,207.5","23,207.5","0.00%"
"Feb 04, 2019","23,207.5","23,207.5","23,207.5","23,207.5","0.00%"
"Feb 01, 2019","23,207.5","23,202.5","23,217.5","23,187.5","0.04%"
"Jan 31, 2019","23,199.0","23,199.0","23,201.0","23,196.0","-0.02%"
"Jan 30, 2019","23,204.0","23,203.0","23,207.0","23,193.0","0.03%"
"Jan 29, 2019","23,197.0","23,198.0","23,200.0","23,191.0","0.01%"
"Jan 28, 2019","23,195.0","23,191.0","23,199.0","23,151.0","0.00%"
"Jan 25, 2019","23,194.5","23,200.5","23,200.5","23,190.5","-0.01%"
"Jan 24, 2019","23,197.0","23,201.0","23,201.0","23,195.0","-0.00%"
"Jan 23, 2019","23,198.0","23,199.0","23,201.0","23,197.0","-0.00%"
"Jan 22, 2019","23,198.5","23,198.5","23,200.0","23,195.5","0.00%"
"Jan 21, 2019","23,198.5","23,196.5","23,200.5","23,195.5","-0.00%"
"Jan 18, 2019","23,199.5","23,202.5","23,204.0","23,197.5","0.00%"
"Jan 17, 2019","23,198.5","23,197.5","23,202.5","23,195.5","-0.00%"
"Jan 16, 2019","23,199.0","23,201.0","23,203.0","23,196.0","-0.02%"
"Jan 15, 2019","23,204.0","23,200.0","23,204.0","23,196.0","0.02%"
"Jan 14, 2019","23,199.5","23,196.5","23,200.5","23,195.5","0.00%"
"Jan 11, 2019","23,199.0","23,199.0","23,201.0","23,191.0","0.01%"
"Jan 10, 2019","23,197.0","23,198.0","23,201.0","23,191.0","-0.01%"
"Jan 09, 2019","23,198.5","23,197.5","23,200.5","23,192.5","0.00%"
"Jan 08, 2019","23,198.5","23,199.5","23,199.5","23,190.5","-0.00%"
"Jan 07, 2019","23,199.0","23,197.0","23,204.0","23,191.0","0.00%"
"Jan 04, 2019","23,199.0","23,199.0","23,201.0","23,193.0","-0.02%"
"Jan 03, 2019","23,202.5","23,204.5","23,205.5","23,192.5","-0.02%"
"Jan 02, 2019","23,207.5","23,194.5","23,207.5","23,192.5","0.05%"
"Jan 01, 2019","23,195.0","23,195.0","23,195.0","23,195.0","0.00%"
"Dec 31, 2018","23,195.0","23,195.0","23,195.0","23,195.0","0.00%"
"Dec 28, 2018","23,195.0","23,185.0","23,235.0","23,185.0","-0.16%"
"Dec 27, 2018","23,232.5","23,287.5","23,287.5","23,217.5","-0.13%"
"Dec 26, 2018","23,262.5","23,287.5","23,287.5","23,262.5","-0.07%"
"Dec 25, 2018","23,278.5","23,281.5","23,281.5","23,274.5","-0.00%"
"Dec 24, 2018","23,279.0","23,281.0","23,286.0","23,279.0","-0.02%"
"Dec 21, 2018","23,283.5","23,296.5","23,296.5","23,276.5","-0.08%"
"Dec 20, 2018","23,302.5","23,297.5","23,305.5","23,292.5","-0.02%"
"Dec 19, 2018","23,308.0","23,308.0","23,311.0","23,301.0","-0.05%"
"Dec 18, 2018","23,319.0","23,326.0","23,334.0","23,294.0","0.00%"
"Dec 17, 2018","23,319.0","23,285.0","23,328.0","23,285.0","0.13%"
"Dec 14, 2018","23,288.0","23,294.0","23,294.0","23,282.0","0.00%"
"Dec 13, 2018","23,287.5","23,291.5","23,304.5","23,282.5","-0.06%"
"Dec 12, 2018","23,302.5","23,304.5","23,317.5","23,290.5","0.00%"
"Dec 11, 2018","23,302.0","23,304.0","23,329.0","23,297.0","-0.02%"
"Dec 10, 2018","23,306.0","23,317.0","23,346.0","23,296.0","-0.03%"
"Dec 07, 2018","23,312.5","23,327.5","23,328.5","23,312.5","-0.09%"
"Dec 06, 2018","23,333.0","23,321.0","23,333.0","23,301.0","0.11%"
"Dec 05, 2018","23,307.5","23,301.5","23,307.5","23,291.5","0.10%"
"Dec 04, 2018","23,284.0","23,346.0","23,346.0","23,284.0","-0.07%"
"Dec 03, 2018","23,301.0","23,313.0","23,313.0","23,294.0","-0.07%"
"Nov 30, 2018","23,317.5","23,347.5","23,347.5","23,312.5","-0.05%"
"Nov 29, 2018","23,328.0","23,346.0","23,346.0","23,325.0","-0.03%"
"Nov 28, 2018","23,336.0","23,346.0","23,346.0","23,331.0","-0.05%"
"Nov 27, 2018","23,347.5","23,349.5","23,349.5","23,332.5","0.03%"
"Nov 26, 2018","23,341.0","23,346.0","23,351.0","23,311.0","-0.09%"
"Nov 23, 2018","23,362.5","23,317.5","23,362.5","23,317.5","0.06%"
"Nov 22, 2018","23,347.5","23,352.5","23,355.5","23,347.5","-0.02%"
"Nov 21, 2018","23,353.0","23,316.0","23,353.0","23,316.0","0.07%"
"Nov 20, 2018","23,337.0","23,324.0","23,346.0","23,324.0","0.11%"
"Nov 19, 2018","23,311.5","23,311.5","23,346.5","23,301.5","0.02%"
"Nov 16, 2018","23,307.0","23,311.0","23,311.0","23,301.0","-0.01%"
"Nov 15, 2018","23,309.0","23,316.0","23,346.0","23,301.0","-0.04%"
"Nov 14, 2018","23,317.5","23,305.5","23,317.5","23,302.5","0.04%"
"Nov 13, 2018","23,309.0","23,310.0","23,312.0","23,301.0","0.03%"
"Nov 12, 2018","23,302.5","23,315.5","23,326.5","23,277.5","0.03%"
"Nov 09, 2018","23,295.0","23,315.0","23,330.0","23,295.0","-0.10%"
"Nov 08, 2018","23,319.0","23,316.0","23,328.0","23,311.0","-0.03%"
"Nov 07, 2018","23,326.5","23,320.5","23,331.5","23,310.5","0.00%"
"Nov 06, 2018","23,326.0","23,311.0","23,328.0","23,311.0","0.06%"
"Nov 05, 2018","23,312.5","23,326.5","23,332.5","23,307.5","-0.08%"
"Nov 02, 2018","23,331.5","23,331.5","23,346.5","23,316.5","-0.06%"
"Nov 01, 2018","23,346.0","23,344.0","23,349.0","23,331.0","0.00%"
"Oct 31, 2018","23,345.5","23,349.5","23,349.5","23,342.5","0.01%"
"Oct 30, 2018","23,344.0","23,341.0","23,348.0","23,331.0","-0.01%"
"Oct 29, 2018","23,345.5","23,349.5","23,353.5","23,345.5","-0.04%"
"Oct 26, 2018","23,356.0","23,351.0","23,357.0","23,347.0","0.02%"
"Oct 25, 2018","23,350.5","23,349.5","23,354.5","23,345.5","0.01%"
"Oct 24, 2018","23,349.0","23,350.0","23,351.0","23,344.0","0.00%"
"Oct 23, 2018","23,348.5","23,345.5","23,350.5","23,344.5","0.00%"
"Oct 22, 2018","23,348.5","23,349.5","23,349.5","23,343.5","-0.01%"
"Oct 19, 2018","23,351.5","23,347.5","23,351.5","23,343.5","0.02%"
"Oct 18, 2018","23,347.5","23,347.5","23,348.5","23,340.5","0.02%"
"Oct 17, 2018","23,343.5","23,341.5","23,344.5","23,311.5","0.02%"
"Oct 16, 2018","23,339.0","23,336.0","23,341.0","23,331.0","0.03%"
"Oct 15, 2018","23,332.5","23,354.5","23,354.5","23,332.5","-0.06%"
"Oct 12, 2018","23,345.5","23,345.5","23,348.5","23,342.5","-0.00%"
"Oct 11, 2018","23,346.0","23,341.0","23,356.0","23,341.0","-0.02%"
"Oct 10, 2018","23,351.0","23,354.0","23,354.0","23,346.0","-0.02%"
"Oct 09, 2018","23,356.5","23,356.5","23,358.5","23,341.5","0.02%"
"Oct 08, 2018","23,352.5","23,347.5","23,355.5","23,312.5","0.09%"
"Oct 05, 2018","23,331.5","23,351.5","23,351.5","23,331.5","-0.08%"
"Oct 04, 2018","23,350.5","23,347.5","23,350.5","23,342.5","0.03%"
"Oct 03, 2018","23,342.5","23,342.5","23,342.5","23,312.5","0.06%"
"Oct 02, 2018","23,327.5","23,332.5","23,336.5","23,322.5","-0.02%"
"Oct 01, 2018","23,331.0","23,323.0","23,344.0","23,321.0","0.02%"
"Sep 28, 2018","23,327.5","23,336.5","23,345.5","23,322.5","-0.09%"
"Sep 27, 2018","23,347.5","23,347.5","23,348.5","23,342.5","-0.00%"
"Sep 26, 2018","23,348.5","23,348.5","23,348.5","23,335.5","0.01%"
"Sep 25, 2018","23,345.5","23,340.5","23,345.5","23,340.5","0.03%"
"Sep 24, 2018","23,338.0","23,336.0","23,338.0","23,331.0","0.02%"
"Sep 21, 2018","23,333.5","23,326.5","23,339.5","23,326.5","0.05%"
"Sep 20, 2018","23,322.5","23,302.5","23,328.5","23,297.5","0.06%"
"Sep 19, 2018","23,307.5","23,297.5","23,315.5","23,282.5","0.11%"
"Sep 18, 2018","23,281.5","23,301.5","23,316.5","23,276.5","-0.04%"
"Sep 17, 2018","23,291.5","23,247.5","23,291.5","23,247.5","0.18%"
"Sep 14, 2018","23,248.5","23,259.5","23,276.5","23,236.5","-0.12%"
"Sep 13, 2018","23,277.0","23,276.0","23,277.0","23,271.0","-0.02%"
"Sep 12, 2018","23,281.0","23,281.0","23,286.0","23,281.0","-0.02%"
"Sep 11, 2018","23,285.5","23,287.5","23,312.5","23,272.5","-0.08%"
"Sep 10, 2018","23,303.0","23,310.0","23,311.0","23,294.0","0.00%"
"Sep 07, 2018","23,303.0","23,312.0","23,312.0","23,301.0","-0.05%"
"Sep 06, 2018","23,314.5","23,310.5","23,314.5","23,305.5","0.00%"
"Sep 05, 2018","23,314.0","23,315.0","23,316.0","23,271.0","0.00%"
"Sep 04, 2018","23,313.0","23,301.0","23,315.0","23,296.0","0.04%"
"Sep 03, 2018","23,304.0","23,304.0","23,304.0","23,304.0","0.00%"
"Aug 31, 2018","23,304.0","23,303.0","23,304.0","23,293.0","0.00%"
"Aug 30, 2018","23,303.0","23,301.0","23,306.0","23,296.0","0.01%"
"Aug 29, 2018","23,301.0","23,294.0","23,311.0","23,291.0","0.02%"
"Aug 28, 2018","23,296.5","23,281.5","23,296.5","23,266.5","0.01%"
"Aug 27, 2018","23,294.0","23,301.0","23,301.0","23,286.0","-0.04%"
"Aug 24, 2018","23,302.5","23,302.5","23,306.5","23,282.5","0.09%"
"Aug 23, 2018","23,282.0","23,279.0","23,282.0","23,266.0","0.03%"
"Aug 22, 2018","23,275.0","23,276.0","23,283.0","23,263.0","0.03%"
"Aug 21, 2018","23,269.0","23,266.0","23,271.0","23,256.0","-0.02%"
"Aug 20, 2018","23,273.0","23,274.0","23,311.0","23,231.0","-0.09%"
"Aug 17, 2018","23,294.0","23,314.0","23,314.0","23,286.0","-0.08%"
"Aug 16, 2018","23,313.0","23,316.0","23,316.0","23,311.0","0.00%"
"Aug 15, 2018","23,312.5","23,314.5","23,317.5","23,312.5","-0.01%"
"Aug 14, 2018","23,315.0","23,317.0","23,317.0","23,308.0","0.00%"
"Aug 13, 2018","23,315.0","23,315.0","23,315.0","23,315.0","0.16%"
"Aug 10, 2018","23,277.0","23,279.0","23,282.0","23,271.0","-0.00%"
"Aug 09, 2018","23,277.5","23,281.5","23,285.5","23,277.5","-0.03%"
"Aug 08, 2018","23,284.0","23,302.0","23,302.0","23,282.0","-0.08%"
"Aug 07, 2018","23,303.0","23,306.0","23,311.0","23,301.0","-0.02%"
"Aug 06, 2018","23,307.5","23,310.5","23,311.5","23,306.5","0.01%"
"Aug 03, 2018","23,306.0","23,281.0","23,307.0","23,281.0","0.10%"
"Aug 02, 2018","23,282.5","23,275.5","23,282.5","23,272.5","-0.04%"
"Aug 01, 2018","23,291.5","23,289.5","23,292.5","23,279.5","0.04%"
"Jul 31, 2018","23,283.0","23,283.0","23,283.0","23,278.0","0.11%"
"Jul 30, 2018","23,257.5","23,259.5","23,262.5","23,247.5","0.11%"
"Jul 27, 2018","23,232.5","23,217.5","23,232.5","23,217.5","0.23%"
"Jul 26, 2018","23,180.0","23,180.0","23,185.0","23,175.0","-0.16%"
"Jul 25, 2018","23,217.5","23,250.5","23,250.5","23,212.5","-0.14%"
"Jul 24, 2018","23,251.0","23,248.0","23,253.0","23,248.0","0.11%"
"Jul 23, 2018","23,225.0","23,205.0","23,225.0","23,205.0","0.74%"
"Jul 20, 2018","23,054.0","23,056.0","23,056.0","23,049.0","0.01%"
"Jul 19, 2018","23,052.0","23,052.0","23,054.0","23,049.0","0.01%"
"Jul 18, 2018","23,049.5","23,049.5","23,050.5","23,047.5","-0.01%"
"Jul 17, 2018","23,051.0","23,049.0","23,051.0","23,046.0","0.00%"
"Jul 16, 2018","23,050.5","23,049.5","23,050.5","23,045.5","-0.00%"
"Jul 13, 2018","23,051.0","23,048.0","23,051.0","23,045.0","0.01%"
"Jul 12, 2018","23,048.0","23,044.0","23,048.0","23,041.0","0.02%"
"Jul 11, 2018","23,044.0","23,044.0","23,045.0","23,038.0","0.02%"
"Jul 10, 2018","23,039.5","23,038.5","23,042.5","23,038.5","0.00%"
"Jul 09, 2018","23,039.0","23,040.0","23,042.0","23,039.0","0.01%"
"Jul 06, 2018","23,036.5","23,041.5","23,043.5","23,036.5","-0.02%"
"Jul 05, 2018","23,041.5","23,038.5","23,045.5","23,033.5","0.01%"
"Jul 04, 2018","23,039.0","23,041.0","23,044.0","23,031.0","-0.03%"
"Jul 03, 2018","23,046.0","23,046.0","23,046.0","23,046.0","0.40%"
"Jul 02, 2018","22,954.5","22,965.5","22,965.5","22,954.5","-0.02%"
"Jun 29, 2018","22,958.5","22,967.5","22,967.5","22,957.5","0.09%"
"Jun 28, 2018","22,937.5","22,939.5","22,948.5","22,937.5","0.00%"
"Jun 27, 2018","22,937.5","22,939.5","22,939.5","22,937.5","0.07%"
"Jun 26, 2018","22,921.0","22,897.0","22,924.0","22,897.0","0.10%"
"Jun 25, 2018","22,897.5","22,893.5","22,898.5","22,887.5","0.02%"
"Jun 22, 2018","22,892.5","22,896.5","22,896.5","22,892.5","0.07%"
"Jun 21, 2018","22,877.0","22,871.0","22,883.0","22,871.0","0.04%"
"Jun 20, 2018","22,867.5","22,866.5","22,867.5","22,857.5","0.06%"
"Jun 19, 2018","22,853.5","22,837.5","22,853.5","22,837.5","0.08%"
"Jun 18, 2018","22,836.0","22,816.0","22,836.0","22,816.0","0.09%"
"Jun 15, 2018","22,816.0","22,814.0","22,816.0","22,814.0","0.01%"
"Jun 14, 2018","22,813.0","22,815.0","22,815.0","22,807.0","0.00%"
"Jun 13, 2018","22,812.5","22,814.5","22,819.5","22,812.5","-0.00%"
"Jun 12, 2018","22,813.5","22,812.5","22,818.5","22,804.5","-0.01%"
"Jun 11, 2018","22,815.5","22,814.5","22,816.5","22,814.5","0.10%"
"Jun 08, 2018","22,793.0","22,797.0","22,798.0","22,793.0","-0.04%"
"Jun 07, 2018","22,802.0","22,806.0","22,807.0","22,801.0","-0.02%"
"Jun 06, 2018","22,806.0","22,830.0","22,830.0","22,806.0","-0.10%"
"Jun 05, 2018","22,829.5","22,823.5","22,829.5","22,812.5","0.01%"
"Jun 04, 2018","22,827.0","22,791.0","22,827.0","22,791.0","0.13%"
"Jun 01, 2018","22,797.0","22,792.0","22,797.0","22,789.0","-0.04%"
"May 31, 2018","22,806.0","22,814.0","22,817.0","22,776.0","-0.21%"
"May 30, 2018","22,855.0","22,872.0","22,878.0","22,844.0","0.08%"
"May 29, 2018","22,837.5","22,846.5","22,850.5","22,837.5","0.10%"
"May 28, 2018","22,814.5","22,811.5","22,814.5","22,769.5","0.20%"
"May 25, 2018","22,770.0","22,780.0","22,782.0","22,770.0","-0.04%"
"May 24, 2018","22,778.0","22,778.0","22,779.0","22,775.0","0.02%"
"May 23, 2018","22,774.0","22,774.0","22,775.0","22,767.0","0.02%"
"May 22, 2018","22,769.5","22,769.5","22,769.5","22,764.5","-0.01%"
"May 21, 2018","22,771.5","22,767.5","22,776.5","22,767.5","-0.06%"
"May 18, 2018","22,785.5","22,783.5","22,785.5","22,774.5","0.05%"
"May 17, 2018","22,775.0","22,776.0","22,777.0","22,774.0","0.01%"
"May 16, 2018","22,772.5","22,775.5","22,776.5","22,772.5","0.01%"
"May 15, 2018","22,770.5","22,771.5","22,773.5","22,769.5","0.01%"
"May 14, 2018","22,767.5","22,768.5","22,771.5","22,767.5","-0.01%"
"May 11, 2018","22,770.0","22,770.0","22,775.0","22,769.0","0.00%"
"May 10, 2018","22,770.0","22,771.0","22,775.0","22,770.0","-0.03%"
"May 09, 2018","22,777.0","22,772.0","22,777.0","22,772.0","0.02%"
"May 08, 2018","22,772.5","22,771.5","22,772.5","22,769.5","0.02%"
"May 07, 2018","22,768.5","22,763.5","22,789.5","22,763.5","0.00%"
"May 04, 2018","22,768.5","22,767.5","22,772.5","22,763.5","0.03%"
"May 03, 2018","22,762.5","22,760.5","22,766.5","22,758.5","0.01%"
"May 02, 2018","22,761.0","22,764.0","22,764.0","22,761.0","-0.01%"
"May 01, 2018","22,763.5","22,763.5","22,763.5","22,763.5","0.00%"
"Apr 30, 2018","22,763.5","22,763.5","22,763.5","22,763.5","0.00%"
"Apr 27, 2018","22,763.5","22,760.5","22,765.5","22,759.5","-0.02%"
"Apr 26, 2018","22,767.0","22,768.0","22,769.0","22,767.0","-0.01%"
"Apr 25, 2018","22,769.0","22,769.0","22,769.0","22,769.0","0.00%"
"Apr 24, 2018","22,769.0","22,769.0","22,769.0","22,766.0","-0.01%"
"Apr 23, 2018","22,771.5","22,772.5","22,773.5","22,770.5","-0.00%"
"Apr 20, 2018","22,772.0","22,770.0","22,773.0","22,770.0","-0.03%"
"Apr 19, 2018","22,779.0","22,776.0","22,779.0","22,773.0","0.02%"
"Apr 18, 2018","22,774.0","22,771.0","22,774.0","22,770.0","0.01%"
"Apr 17, 2018","22,772.5","22,769.5","22,778.5","22,767.5","-0.02%"
"Apr 16, 2018","22,777.5","22,786.5","22,788.5","22,775.5","-0.04%"
"Apr 13, 2018","22,786.5","22,787.5","22,807.5","22,784.5","-0.01%"
"Apr 12, 2018","22,788.5","22,788.5","22,790.5","22,787.5","-0.01%"
"Apr 11, 2018","22,790.5","22,790.5","22,792.5","22,787.5","-0.01%"
"Apr 10, 2018","22,792.5","22,807.5","22,812.5","22,790.5","0.00%"
"Apr 09, 2018","22,792.5","22,791.5","22,812.5","22,790.5","-0.04%"
"Apr 06, 2018","22,802.5","22,804.5","22,812.5","22,802.5","-0.05%"
"Apr 05, 2018","22,814.0","22,809.0","22,814.0","22,806.0","-0.01%"
"Apr 04, 2018","22,815.5","22,815.5","22,815.5","22,809.5","0.02%"
"Apr 03, 2018","22,810.0","22,790.0","22,814.0","22,787.0","0.08%"
"Apr 02, 2018","22,792.5","22,787.5","22,792.5","22,780.5","-0.01%"
"Mar 30, 2018","22,794.0","22,789.0","22,810.0","22,786.0","-0.07%"
"Mar 29, 2018","22,809.5","22,806.5","22,818.5","22,805.5","-0.04%"
"Mar 28, 2018","22,819.0","22,817.0","22,820.0","22,813.0","0.02%"
"Mar 27, 2018","22,815.5","22,812.5","22,815.5","22,805.5","0.02%"
"Mar 26, 2018","22,811.0","22,797.0","22,814.0","22,797.0","0.04%"
"Mar 23, 2018","22,803.0","22,799.0","22,803.0","22,785.0","0.04%"
"Mar 22, 2018","22,795.0","22,785.0","22,795.0","22,775.0","0.09%"
"Mar 21, 2018","22,774.0","22,775.5","22,776.5","22,770.5","-0.00%"
"Mar 20, 2018","22,774.5","22,776.5","22,778.5","22,763.5","0.03%"
"Mar 19, 2018","22,767.0","22,767.0","22,770.0","22,767.0","0.01%"
"Mar 16, 2018","22,764.5","22,764.5","22,765.5","22,761.5","-0.01%"
"Mar 15, 2018","22,767.5","22,767.5","22,768.5","22,760.5","0.00%"
"Mar 14, 2018","22,766.5","22,766.5","22,768.5","22,761.5","0.02%"
"Mar 13, 2018","22,762.5","22,761.5","22,762.5","22,751.5","0.02%"
"Mar 12, 2018","22,758.5","22,760.5","22,760.5","22,755.5","-0.01%"
"Mar 09, 2018","22,761.0","22,760.0","22,763.0","22,756.0","0.02%"
"Mar 08, 2018","22,757.0","22,759.0","22,761.0","22,754.0","-0.01%"
"Mar 07, 2018","22,759.5","22,760.5","22,769.5","22,755.5","-0.04%"
"Mar 06, 2018","22,769.5","22,768.5","22,771.5","22,765.5","0.01%"
"Mar 05, 2018","22,766.5","22,763.5","22,769.5","22,761.5","0.02%"
"Mar 02, 2018","22,761.0","22,761.0","22,764.0","22,759.0","0.05%"
"Mar 01, 2018","22,750.5","22,756.5","22,756.5","22,748.5","-0.03%"
"Feb 28, 2018","22,757.0","22,758.0","22,760.0","22,749.0","0.03%"
"Feb 27, 2018","22,750.5","22,744.5","22,750.5","22,740.5","0.04%"
"Feb 26, 2018","22,742.0","22,750.0","22,753.0","22,742.0","0.01%"
"Feb 23, 2018","22,740.5","22,738.5","22,740.5","22,734.5","0.08%"
"Feb 22, 2018","22,722.5","22,731.5","22,735.5","22,722.5","0.02%"
"Feb 21, 2018","22,717.5","22,692.5","22,717.5","22,692.5","0.10%"
"Feb 20, 2018","22,695.0","22,706.0","22,706.0","22,695.0","-0.06%"
"Feb 19, 2018","22,707.5","22,707.5","22,707.5","22,707.5","0.00%"
"Feb 16, 2018","22,707.5","22,717.5","22,717.5","22,707.5","0.00%"
"Feb 15, 2018","22,707.5","22,707.5","22,707.5","22,707.5","0.00%"
"Feb 14, 2018","22,707.5","22,712.5","22,712.5","22,707.5","-0.02%"
"Feb 13, 2018","22,712.5","22,707.5","22,727.5","22,697.5","0.04%"
"Feb 12, 2018","22,704.5","22,691.5","22,710.5","22,687.5","0.01%"
"Feb 09, 2018","22,702.5","22,712.5","22,716.5","22,696.5","0.02%"
"Feb 08, 2018","22,699.0","22,688.0","22,709.0","22,681.0","-0.02%"
"Feb 07, 2018","22,703.5","22,712.5","22,720.5","22,702.5","-0.03%"
"Feb 06, 2018","22,710.0","22,719.0","22,720.0","22,710.0","0.01%"
"Feb 05, 2018","22,707.5","22,721.5","22,740.5","22,707.5","-0.01%"
"Feb 02, 2018","22,709.5","22,707.5","22,709.5","22,707.5","0.00%"
"Feb 01, 2018","22,709.5","22,710.5","22,710.5","22,700.5","-0.00%"
"Jan 31, 2018","22,710.0","22,719.0","22,720.0","22,710.0","0.00%"
"Jan 30, 2018","22,710.0","22,719.0","22,720.0","22,710.0","-0.00%"
"Jan 29, 2018","22,711.0","22,719.2","22,720.0","22,711.0","0.00%"
"Jan 26, 2018","22,710.5","22,708.5","22,710.5","22,707.5","-0.01%"
"Jan 25, 2018","22,713.5","22,721.5","22,722.5","22,713.5","0.01%"
"Jan 24, 2018","22,710.5","22,723.5","22,724.5","22,710.5","0.00%"
"Jan 23, 2018","22,710.5","22,709.5","22,710.5","22,707.5","-0.00%"
"Jan 22, 2018","22,711.0","22,717.0","22,720.0","22,710.0","-0.01%"
"Jan 19, 2018","22,712.5","22,721.5","22,723.5","22,712.5","-0.00%"
"Jan 18, 2018","22,713.5","22,722.5","22,725.5","22,713.5","0.00%"
"Jan 17, 2018","22,712.5","22,722.5","22,723.5","22,712.5","0.01%"
"Jan 16, 2018","22,710.5","22,708.5","22,728.5","22,705.5","0.00%"
"Jan 15, 2018","22,709.5","22,708.5","22,709.5","22,705.5","0.00%"
"Jan 12, 2018","22,709.5","22,709.5","22,711.5","22,706.5","0.01%"
"Jan 11, 2018","22,707.5","22,720.5","22,721.5","22,707.5","-0.03%"
"Jan 10, 2018","22,713.5","22,719.5","22,723.5","22,713.5","0.02%"
"Jan 09, 2018","22,709.5","22,710.5","22,710.5","22,705.5","-0.01%"
"Jan 08, 2018","22,712.5","22,719.5","22,722.5","22,712.5","0.01%"
"Jan 05, 2018","22,709.5","22,710.5","22,710.5","22,705.5","-0.00%"
"Jan 04, 2018","22,710.2","22,701.2","22,710.2","22,701.2","0.01%"
"Jan 03, 2018","22,708.5","22,709.5","22,710.5","22,707.5","-0.01%"
"Jan 02, 2018","22,710.0","22,719.0","22,721.0","22,710.0","0.00%"
"Jan 01, 2018","22,710.0","22,710.0","22,710.0","22,710.0","0.00%"
"Dec 29, 2017","22,710.0","22,717.0","22,719.0","22,708.0","-0.00%"
"Dec 28, 2017","22,710.5","22,709.0","22,710.5","22,707.5","0.00%"
"Dec 27, 2017","22,710.5","22,710.5","22,710.5","22,708.5","0.04%"
"Dec 26, 2017","22,702.5","22,724.5","22,724.5","22,702.5","-0.04%"
"Dec 25, 2017","22,711.0","22,710.5","22,711.5","22,709.5","-0.01%"
"Dec 22, 2017","22,713.5","22,723.5","22,724.5","22,713.5","-0.01%"
"Dec 21, 2017","22,715.0","22,722.0","22,724.0","22,710.0","0.01%"
"Dec 20, 2017","22,712.5","22,726.5","22,727.0","22,712.5","-0.00%"
"Dec 19, 2017","22,713.5","22,712.5","22,728.5","22,712.5","-0.00%"
"Dec 18, 2017","22,714.5","22,717.0","22,717.5","22,710.5","0.01%"
"Dec 15, 2017","22,712.5","22,728.5","22,730.5","22,712.5","-0.01%"
"Dec 14, 2017","22,715.0","22,721.0","22,725.0","22,715.0","0.01%"
"Dec 13, 2017","22,713.5","22,723.5","22,724.5","22,713.5","0.00%"
"Dec 12, 2017","22,713.5","22,725.5","22,740.5","22,713.5","0.02%"
"Dec 11, 2017","22,710.0","22,721.0","22,723.0","22,710.0","-0.00%"
"Dec 08, 2017","22,710.5","22,711.0","22,715.5","22,709.5","-0.01%"
"Dec 07, 2017","22,713.5","22,725.0","22,727.5","22,713.5","-0.01%"
"Dec 06, 2017","22,715.0","22,725.0","22,725.0","22,715.0","0.00%"
"Dec 05, 2017","22,715.0","22,710.0","22,727.0","22,710.0","0.00%"
"Dec 04, 2017","22,714.5","22,727.5","22,737.5","22,714.5","0.01%"
"Dec 01, 2017","22,712.5","22,729.5","22,737.5","22,712.5","-0.02%"
"Nov 30, 2017","22,717.5","22,729.5","22,737.5","22,717.5","-0.01%"
"Nov 29, 2017","22,720.0","22,705.0","22,725.0","22,705.0","0.02%"
"Nov 28, 2017","22,715.0","22,725.0","22,736.0","22,715.0","-0.02%"
"Nov 27, 2017","22,720.0","22,730.0","22,733.0","22,720.0","-0.02%"
"Nov 24, 2017","22,725.0","22,738.0","22,738.0","22,725.0","-0.01%"
"Nov 23, 2017","22,727.5","22,710.5","22,729.5","22,710.5","0.02%"
"Nov 22, 2017","22,722.5","22,728.5","22,735.5","22,721.5","0.06%"
"Nov 21, 2017","22,710.0","22,723.0","22,726.0","22,710.0","0.00%"
"Nov 20, 2017","22,710.0","22,738.0","22,738.0","22,710.0","-0.01%"
"Nov 17, 2017","22,712.5","22,711.5","22,713.5","22,709.5","0.01%"
"Nov 16, 2017","22,711.0","22,719.0","22,721.0","22,710.0","0.00%"
"Nov 15, 2017","22,711.0","22,721.0","22,723.0","22,711.0","-0.02%"
"Nov 14, 2017","22,715.0","22,716.0","22,718.0","22,714.0","0.03%"
"Nov 13, 2017","22,707.5","22,725.5","22,725.5","22,707.5","-0.03%"
