Date,USD
2012-05-15,1556.5
2012-05-16,1548.5
2012-05-17,1554.0
2012-05-18,1589.5
2012-05-21,1592.5
2012-05-22,1582.5
2012-05-23,1549.0
2012-05-24,1568.5
2012-05-25,1569.5
2012-05-28,1574.6
2012-05-29,1579.5
2012-05-30,1540.0
2012-05-31,1558.0
2012-06-01,1606.0
2012-06-04,1606.0
2012-06-05,1606.0
2012-06-06,1635.0
2012-06-07,1606.0
2012-06-08,1576.5
2012-06-11,1584.0
2012-06-12,1603.5
2012-06-13,1619.5
2012-06-14,1613.5
2012-06-15,1627.25
2012-06-18,1615.5
2012-06-19,1625.5
2012-06-20,1601.0
2012-06-21,1582.0
2012-06-22,1565.5
2012-06-25,1570.0
2012-06-26,1576.0
2012-06-27,1573.5
2012-06-28,1558.5
2012-06-29,1598.5
2012-07-02,1592.0
2012-07-03,1617.5
2012-07-04,1613.5
2012-07-05,1604.0
2012-07-06,1587.0
2012-07-09,1585.0
2012-07-10,1595.25
2012-07-11,1577.0
2012-07-12,1556.25
2012-07-13,1595.5
2012-07-16,1589.75
2012-07-17,1585.25
2012-07-18,1575.25
2012-07-19,1584.0
2012-07-20,1576.25
2012-07-23,1572.25
2012-07-24,1583.25
2012-07-25,1601.0
2012-07-26,1618.0
2012-07-27,1618.25
2012-07-30,1617.75
2012-07-31,1622.0
2012-08-01,1599.0
2012-08-02,1597.0
2012-08-03,1602.0
2012-08-06,1610.0
2012-08-07,1611.0
2012-08-08,1613.25
2012-08-09,1615.0
2012-08-10,1618.5
2012-08-13,1622.5
2012-08-14,1597.75
2012-08-15,1601.75
2012-08-16,1604.5
2012-08-17,1614.75
2012-08-20,1615.0
2012-08-21,1639.5
2012-08-22,1642.0
2012-08-23,1665.25
2012-08-24,1667.0
2012-08-27,1667.0
2012-08-28,1668.0
2012-08-29,1660.0
2012-08-30,1660.5
2012-08-31,1648.5
2012-09-03,1691.5
2012-09-04,1697.0
2012-09-05,1690.0
2012-09-06,1701.0
2012-09-07,1728.0
2012-09-10,1732.0
2012-09-11,1736.75
2012-09-12,1737.0
2012-09-13,1733.25
2012-09-14,1775.5
2012-09-17,1770.0
2012-09-18,1769.5
2012-09-19,1766.75
2012-09-20,1758.5
2012-09-21,1784.5
2012-09-24,1762.5
2012-09-25,1771.5
2012-09-26,1744.75
2012-09-27,1763.0
2012-09-28,1776.0
2012-10-01,1787.0
2012-10-02,1775.5
2012-10-03,1775.25
2012-10-04,1791.75
2012-10-05,1784.0
2012-10-08,1773.5
2012-10-09,1774.0
2012-10-10,1761.25
2012-10-11,1769.0
2012-10-12,1766.75
2012-10-15,1736.0
2012-10-16,1746.5
2012-10-17,1749.0
2012-10-18,1743.0
2012-10-19,1737.0
2012-10-22,1726.75
2012-10-23,1711.0
2012-10-24,1706.5
2012-10-25,1715.5
2012-10-26,1716.0
2012-10-29,1707.0
2012-10-30,1710.0
2012-10-31,1719.0
2012-11-01,1716.25
2012-11-02,1685.0
2012-11-05,1683.5
2012-11-06,1691.0
2012-11-07,1715.25
2012-11-08,1717.0
2012-11-09,1738.25
2012-11-12,1735.25
2012-11-13,1726.25
2012-11-14,1725.75
2012-11-15,1710.0
2012-11-16,1713.5
2012-11-19,1730.5
2012-11-20,1732.25
2012-11-21,1724.0
2012-11-22,1731.0
2012-11-23,1734.5
2012-11-26,1750.5
2012-11-27,1746.25
2012-11-28,1708.0
2012-11-29,1725.0
2012-11-30,1726.0
2012-12-03,1720.0
2012-12-04,1697.75
2012-12-05,1694.0
2012-12-06,1694.25
2012-12-07,1701.5
2012-12-10,1712.5
2012-12-11,1710.0
2012-12-12,1716.25
2012-12-13,1692.75
2012-12-14,1696.25
2012-12-17,1695.75
2012-12-18,1694.0
2012-12-19,1665.0
2012-12-20,1650.5
2012-12-21,1651.5
2012-12-24,1651.5
2012-12-25,1651.5
2012-12-26,1651.5
2012-12-27,1655.5
2012-12-28,1657.5
2012-12-31,1657.5
2013-01-01,1657.5
2013-01-02,1693.75
2013-01-03,1679.5
2013-01-04,1648.0
2013-01-07,1645.25
2013-01-08,1656.0
2013-01-09,1657.75
2013-01-10,1675.0
2013-01-11,1657.5
2013-01-14,1666.5
2013-01-15,1680.5
2013-01-16,1676.25
2013-01-17,1675.0
2013-01-18,1688.5
2013-01-21,1687.5
2013-01-22,1690.5
2013-01-23,1690.25
2013-01-24,1671.0
2013-01-25,1660.0
2013-01-28,1656.5
2013-01-29,1663.5
2013-01-30,1677.5
2013-01-31,1664.75
2013-02-01,1669.0
2013-02-04,1666.0
2013-02-05,1673.5
2013-02-06,1674.25
2013-02-07,1668.0
2013-02-08,1668.25
2013-02-11,1652.0
2013-02-12,1647.5
2013-02-13,1645.0
2013-02-14,1646.0
2013-02-15,1612.25
2013-02-18,1610.75
2013-02-19,1607.75
2013-02-20,1588.5
2013-02-21,1577.0
2013-02-22,1576.5
2013-02-25,1586.25
2013-02-26,1590.5
2013-02-27,1604.25
2013-02-28,1588.5
2013-03-01,1582.25
2013-03-04,1574.25
2013-03-05,1579.75
2013-03-06,1574.0
2013-03-07,1579.5
2013-03-08,1581.75
2013-03-11,1579.0
2013-03-12,1594.0
2013-03-13,1589.25
